CEP,longitude,latitude,uf
39402200,-43.83947879999999,-16.7350793,MG
39404303,-43.8157556,-16.7172051,MG
37138899,0.0,0.0,
36215000,-43.5029884,-21.2379954,MG
36205392,-43.74837279999999,-21.2188688,MG
33170015,-43.9155791,-19.7883773,MG
31998597,-43.8674714,-19.8312009,MG
31930255,-43.9053974,-19.863344899999998,MG
31650022,-43.9642387,-19.794878399999998,MG
31610320,-43.9578333,-19.811970300000002,MG
31680355,0.0,0.0,
30622560,-43.98935549999999,-19.9858343,MG
30820055,0.0,0.0,
31110760,-43.9427102,-19.8993901,MG
31155004,-43.9482981,-19.875706,MG
33015350,-43.84507860000001,-19.7583827,MG
33822550,-44.0923173,-19.8227454,MG
33809025,-44.1099925,-19.782838899999998,MG
31160040,-43.9370471,-19.885710600000003,MG
31742682,-43.927032000000004,-19.825629199999998,MG
31520510,-43.9754089,-19.817428699999997,MG
33020290,-43.8349238,-19.760015300000003,MG
30421351,-43.97511110000001,-19.940573999999998,MG
32424520,0.0,0.0,
30840714,-44.000911200000004,-19.8989807,MG
36202886,0.0,0.0,
34555292,0.0,0.0,
31520190,-43.9709412,-19.8190971,MG
30525400,0.0,0.0,
32673476,-44.1511102,-19.936735100000003,MG
32667518,-44.131446399999994,-19.964624899999997,MG
35300126,-42.1568072,-19.7885512,MG
35241000,0.0,0.0,
32040275,-44.0690624,-19.9209443,MG
32220140,-44.0206591,-19.9672883,MG
32051068,0.0,0.0,
32141096,-44.039609399999996,-19.9074377,MG
35501145,-44.8840239,-20.1830212,MG
35500531,-44.861536,-20.1622482,MG
35022606,0.0,0.0,
36205126,-43.7579473,-21.2252371,MG
35170228,-42.6282737,-19.4832141,MG
35170035,-42.6264379,-19.5319991,MG
35930231,-43.1659368,-19.806195499999998,MG
36031490,-43.3528484,-21.796533899999996,MG
36070300,-43.3287115,-21.7612559,MG
36087402,0.0,0.0,
36031500,-43.350812299999994,-21.7941483,MG
35430196,-42.8442432,-20.3667654,MG
37589000,0.0,0.0,
37584000,-46.0342559,-22.1524721,MG
33822545,-44.093208700000005,-19.8239359,MG
35703682,0.0,0.0,
35702232,-44.251011,-19.417765300000003,MG
38052194,0.0,0.0,
38072030,-47.921356599999996,-19.7300747,MG
38413108,-48.3147394,-18.928646399999998,MG
38413105,-48.310501200000004,-18.9201835,MG
38425479,0.0,0.0,
38412186,-48.3019944,-18.9490647,MG
38405088,-48.242774,-18.9002302,MG
38413213,-48.3104402,-18.931225199999997,MG
38402074,-48.2759472,-18.8690988,MG
38414476,-48.3388904,-18.931417800000002,MG
38402231,-48.2737294,-18.890840700000002,MG
38414258,0.0,0.0,
35333000,0.0,0.0,
37903180,-46.62754899999999,-20.7174783,MG
37056120,-45.423477399999996,-21.572546,MG
38443118,-48.21727620000001,-18.6348944,MG
38444304,-48.1950531,-18.6272333,MG
32215158,-44.0133886,-19.959582100000002,MG
31746100,-43.9357803,-19.809937100000003,MG
34580330,-43.8506235,-19.884992699999998,MG
31680020,-43.998932399999994,-19.801675600000003,MG
31525410,-43.976153499999995,-19.8199888,MG
31930450,-43.908349,-19.859797600000004,MG
31035070,-43.912524299999994,-19.9031866,MG
30664247,0.0,0.0,
31842260,-43.920873900000004,-19.8342011,MG
31842710,-43.9197557,-19.831826899999996,MG
31640200,-43.9731751,-19.7938933,MG
32681700,-44.22626409999999,-20.022288800000002,MG
31270390,-43.9515761,-19.8570706,MG
33060350,0.0,0.0,
30622342,152.93853180000002,-27.550091100000003,QLD
31035260,-43.9143136,-19.8994021,MG
31995430,-43.8898539,-19.8375598,MG
33084080,0.0,0.0,
31741360,-43.9403258,-19.8484169,MG
30280465,-43.906910499999995,-19.9127233,MG
30280510,-43.903875,-19.9155527,MG
32681690,0.0,0.0,
30451056,-43.959397499999994,-19.942716100000002,MG
31742432,-43.9316186,-19.825995499999998,MG
31155140,-43.939804200000005,-19.8758262,MG
33841250,0.0,0.0,
30240450,-43.917295700000004,-19.929639,MG
32421180,0.0,0.0,
32681630,-44.1166746,-19.9494998,MG
32678620,-44.0985563,-19.9319602,MG
32677212,0.0,0.0,
32625182,0.0,0.0,
32060100,-44.1420977,-19.880558999999998,MG
32285196,-44.073717200000004,-19.948452300000003,MG
32185360,-44.031221200000005,-19.8426426,MG
35501406,-44.9044601,-20.1892988,MG
35500550,-44.850358899999996,-20.1676957,MG
32423025,0.0,0.0,
35902053,-43.208381599999996,-19.654977300000002,MG
35901034,-43.23294509999999,-19.650768799999998,MG
36048550,-43.32761439999999,-21.6675552,MG
36091244,-43.48632689999999,-21.7091288,MG
36032580,-43.3575236,-21.7901055,MG
36088200,-43.44491379999999,-21.7099483,MG
36048666,-43.307280299999995,-21.6599258,MG
38701195,-46.529058000000006,-18.582902999999998,MG
38700186,-46.527268400000004,-18.5967373,MG
35430260,-42.8861685,-20.414270899999998,MG
33830060,-44.1384966,-19.752354800000003,MG
33840156,-44.0965581,-19.7426365,MG
34600090,-43.860829300000006,-19.865950899999998,MG
33015560,-43.8444813,-19.7497454,MG
35700226,-44.2541202,-19.471019199999997,MG
38402312,-48.2755966,-18.872746,MG
38415297,-48.3373287,-18.9048236,MG
38412330,-48.315540999999996,-18.9582867,MG
38401296,-48.2820623,-18.8819105,MG
38410078,-48.237578899999995,-18.9477087,MG
38410198,-48.2297904,-18.9577997,MG
38412488,-48.3307085,-18.9685655,MG
38412224,-48.309217600000004,-18.9557777,MG
39400789,-43.847169,-16.713887099999997,MG
34710620,0.0,0.0,
30525170,-44.0099458,-19.934492499999998,MG
31960277,0.0,0.0,
30230190,-44.009008200000004,-19.918369600000002,MG
31975000,-43.888063700000004,-19.8536888,MG
31960500,-43.900593799999996,-19.861888699999998,MG
30860060,-44.0072671,-19.9177043,MG
30664730,-44.037797999999995,-20.003353399999998,MG
30210050,0.0,0.0,
31742610,-43.9227886,-19.8298505,MG
30290182,-43.8797085,-19.9203532,MG
31620370,-43.9736219,-19.8041788,MG
31748054,-43.9446935,-19.7995288,MG
32600078,-44.1921541,-19.9671375,MG
30260444,0.0,0.0,
31680325,-43.9893309,-19.796484600000003,MG
33145690,-43.931979600000005,-19.771230199999998,MG
33105430,-43.933097499999995,-19.777863,MG
32675334,-44.1428004,-19.9428388,MG
32673020,-44.16772539999999,-19.9506143,MG
35245500,0.0,0.0,
32040690,0.0,0.0,
32210197,0.0,0.0,
32070600,-44.117714,-19.9235169,MG
32241390,-44.0599208,-19.961561800000002,MG
35501460,-44.9281083,-20.1508514,MG
35502129,0.0,0.0,
35060270,-41.9467732,-18.8466133,MG
35162514,-42.5627561,-19.4479195,MG
35900160,-43.2060071,-19.621698300000002,MG
35900433,-43.21072600000001,-19.6488768,MG
36047440,-43.3659679,-21.7100539,MG
36021440,-43.3335398,-21.780805899999997,MG
36047305,0.0,0.0,
36052460,-43.347494,-21.744374,MG
36032050,-43.3618745,-21.806443899999998,MG
36081065,-43.3851133,-21.742033199999998,MG
36103800,0.0,0.0,
36083190,-43.407113700000004,-21.7434947,MG
36060674,0.0,0.0,
38717000,0.0,0.0,
33809020,-44.113185200000004,-19.7828057,MG
33826190,0.0,0.0,
38052080,0.0,0.0,
38072590,-47.9055943,-19.7372608,MG
38400682,-48.2681386,-18.9120964,MG
38410250,-48.242929499999995,-18.9553284,MG
38401534,-48.296420899999994,-18.8826257,MG
36887058,0.0,0.0,
39401428,-43.8491083,-16.7149071,MG
39405416,0.0,0.0,
39404871,0.0,0.0,
8475190,-46.40289800000001,-23.585130399999997,SP
32113491,-44.03174190000001,-19.884521600000003,MG
31520250,-43.9697497,-19.815940100000002,MG
31842723,-43.91607279999999,-19.8261441,MG
32405300,0.0,0.0,
30628030,-44.006345,-20.0089492,MG
30692150,-44.0566919,-19.9805765,MG
32113172,-44.0269074,-19.876991,MG
31255979,0.0,0.0,
31250552,0.0,0.0,
30624504,-43.98845559999999,-19.9937296,MG
31155270,-43.9360784,-19.8780025,MG
31873132,0.0,0.0,
32071213,-44.1299749,-19.9235197,MG
32665710,-44.1395355,-19.9667242,MG
32675312,-44.143987599999996,-19.9412967,MG
29165010,-40.25731589999999,-20.2002688,ES
32672435,0.0,0.0,
32015105,0.0,0.0,
32600024,0.0,0.0,
32611022,-44.153335799999994,-19.865554100000004,MG
32143330,-44.0338073,-19.909556,MG
35901094,-43.244594,-19.650634699999998,MG
35902014,-43.2034648,-19.651727800000003,MG
36081794,-43.3876786,-21.7500831,MG
36104000,0.0,0.0,
36032288,-43.351264799999996,-21.8039639,MG
35660411,-44.60562909999999,-19.857831100000002,MG
37555100,0.0,0.0,
35702352,-44.219018,-19.4295803,MG
35703255,0.0,0.0,
38036540,-47.909571899999996,-19.7698433,MG
38051412,-47.99313309999999,-19.7533533,MG
75650000,-49.1221414,-17.7178133,GO
76700000,0.0,0.0,
38414419,-48.32932279999999,-18.929594899999998,MG
38421753,0.0,0.0,
38410400,-48.218242100000005,-18.9645984,MG
38412326,-48.31740509999999,-18.9535739,MG
38415390,-48.334785600000004,-18.8897,MG
38415272,0.0,0.0,
38414428,-48.3343165,-18.9287818,MG
38408544,-48.2577092,-18.929802399999996,MG
37026190,-45.4412737,-21.5707724,MG
36884190,0.0,0.0,
35180520,-42.657638,-19.5458772,MG
39404290,-43.8229743,-16.7188407,MG
37136158,0.0,0.0,
38181074,-46.942632700000004,-19.578826899999996,MG
36202486,0.0,0.0,
30850240,-44.00124110000001,-19.9159703,MG
31630570,-43.9542578,-19.795742999999998,MG
32420005,0.0,0.0,
35680082,-44.57181679999999,-20.066550399999997,MG
31150162,0.0,0.0,
30620140,-44.0039929,-19.9880225,MG
33930090,-43.99095689999999,-19.7874027,MG
31742257,-43.938835499999996,-19.828458899999998,MG
31640270,-43.9660661,-19.7961003,MG
31990172,0.0,0.0,
34505210,-43.8109471,-19.886412600000003,MG
34535000,0.0,0.0,
33880360,-44.084591700000004,-19.778218,MG
34590320,-43.863292200000004,-19.8824708,MG
30624520,-43.988946,-19.992548899999996,MG
30421045,-43.979578499999995,-19.929205300000003,MG
31610390,-43.954555799999994,-19.8109223,MG
31610250,-43.953524200000004,-19.8130551,MG
30870130,-44.006150899999994,-19.9056445,MG
32667054,-44.137235,-19.9730852,MG
32685142,-44.1009329,-19.9447145,MG
32685135,-44.1033093,-19.9413362,MG
32672186,-44.178107000000004,-19.9426907,MG
36772032,-42.692180799999996,-21.4012522,MG
36774034,-42.690652899999996,-21.3807749,MG
32230460,0.0,0.0,
32340020,-44.046242299999996,-19.9376309,MG
32113524,-44.0235602,-19.868853299999998,MG
32065090,-44.12825489999999,-19.8948814,MG
32217970,0.0,0.0,
35901233,-43.237943200000004,-19.6609026,MG
35900450,-43.2226731,-19.641326199999998,MG
36083580,-43.3970717,-21.726210899999998,MG
36035500,-43.3775766,-21.753996899999997,MG
36037610,-43.3929502,-21.7641544,MG
36071490,-43.31075209999999,-21.775864600000002,MG
37701063,-46.571799,-21.796053399999998,MG
37701423,-46.5882162,-21.7795668,MG
37558656,0.0,0.0,
37552476,0.0,0.0,
38041396,0.0,0.0,
38051291,-47.9815294,-19.7582167,MG
38046726,-47.9984938,-19.7678318,MG
38400440,-48.2898826,-18.92001,MG
38401867,-48.3072989,-18.892681200000002,MG
38421003,0.0,0.0,
38410414,-48.2174316,-18.9669323,MG
38410300,-48.24160759999999,-18.958941699999997,MG
38412603,-48.3530536,-18.9549135,MG
75570000,-49.895694299999995,-18.182687100000003,GO
38410526,-48.235175700000006,-18.9618938,MG
38413201,-48.313614,-18.934030899999996,MG
38411794,-48.274936700000005,-18.984495199999998,MG
38407589,0.0,0.0,
38410080,-48.23981929999999,-18.9481743,MG
38405204,-48.2430262,-18.8932308,MG
39400553,0.0,0.0,
39402486,0.0,0.0,
45005378,-40.826491600000004,-14.8514853,BA
35249000,-41.661035600000005,-19.379588899999998,MG
39363000,0.0,0.0,
38445137,0.0,0.0,
30642130,-44.01213629999999,-19.981653100000003,MG
30421112,-43.979578499999995,-19.935961,MG
30250060,0.0,0.0,
30575680,-43.98151420000001,-19.9781025,MG
31742423,-43.9391579,-19.821866,MG
32420040,0.0,0.0,
30664003,0.0,0.0,
31680300,-43.996253100000004,-19.799565,MG
31846530,-43.9044169,-19.8312096,MG
33825380,-44.1567481,-19.759755,MG
33820405,-44.1369158,-19.7770491,MG
33035350,-43.870157899999995,-19.7595342,MG
39400040,-43.8631714,-16.718727100000002,MG
32040500,-44.0713661,-19.9161957,MG
32060526,-44.1353056,-19.8600824,MG
32611026,-44.15467109999999,-19.866165399999996,MG
32342179,0.0,0.0,
35053060,-41.9658308,-18.8543924,MG
32419030,0.0,0.0,
35162024,-42.5545535,-19.4782556,MG
35901226,-43.2355245,-19.6580715,MG
36047070,-43.3578252,-21.7213194,MG
36123971,0.0,0.0,
36020590,-43.331427500000004,-21.7806002,MG
36032012,0.0,0.0,
36070150,-43.33210649999999,-21.7588891,MG
38745548,0.0,0.0,
37713332,-46.5719496,-21.833097100000003,MG
38025110,-47.9327973,-19.7570574,MG
38045879,-47.9873252,-19.7669677,MG
38412258,-48.309217600000004,-18.9500723,MG
38412222,-48.30920039999999,-18.952757300000002,MG
38410469,-48.227906700000005,-18.9696941,MG
38401572,-48.2880464,-18.8860474,MG
38401050,-48.276191499999996,-18.8999598,MG
38401426,-48.3004493,-18.8989146,MG
38414579,-48.3421657,-18.9369274,MG
38414072,-48.3219086,-18.9109762,MG
38405392,0.0,0.0,
36888118,0.0,0.0,
36883226,0.0,0.0,
36889406,0.0,0.0,
36881111,0.0,0.0,
26276620,-43.5068977,-22.7484682,RJ
38465000,-49.1839503,-18.438835,MG
39400832,-43.869859399999996,-16.6977667,MG
39472000,-43.716389,-16.3250025,MG
35180001,0.0,0.0,
37132384,0.0,0.0,
37137260,0.0,0.0,
38442184,-48.2143229,-18.641733300000002,MG
38446225,-48.186275099999996,-18.6686516,MG
38184060,-46.946817200000005,-19.5977901,MG
38184831,0.0,0.0,
36205720,-43.7422381,-21.229869100000002,MG
36202000,0.0,0.0,
31130392,-43.942635700000004,-19.892141199999998,MG
31575130,-43.9943924,-19.8059349,MG
32423040,0.0,0.0,
32415298,0.0,0.0,
32405322,0.0,0.0,
30610323,-44.00118,-19.9636921,MG
30628185,0.0,0.0,
32040310,0.0,0.0,
33822810,0.0,0.0,
32146024,-44.04460659999999,-19.8775353,MG
33030520,-43.8771718,-19.773406,MG
32681324,-44.118233700000005,-19.953634,MG
31846512,0.0,0.0,
30880133,-44.0129963,-19.895894600000002,MG
31742159,-43.9327994,-19.831122699999998,MG
30840702,-43.9939975,-19.8993593,MG
30421587,-43.972908399999994,-19.9529003,MG
31910220,-43.923259200000004,-19.868434,MG
31744750,-43.9385133,-19.814064399999996,MG
30421413,-43.971834799999996,-19.9442314,MG
32675452,-44.139461299999994,-19.9345693,MG
32670016,-44.1911549,-19.9667545,MG
32677595,-44.1154223,-19.9414025,MG
32671652,-44.187151899999996,-19.9552562,MG
32678390,-44.1033093,-19.941042899999996,MG
32667318,-44.1375319,-19.963903,MG
36774092,-42.693403100000005,-21.377818100000002,MG
32051053,-44.1433198,-19.812028,MG
32050040,0.0,0.0,
32260130,-44.0405914,-19.953766,MG
32600200,-44.1970105,-19.9732051,MG
32423165,0.0,0.0,
32675828,-44.131668100000006,-19.9388893,MG
36060550,-43.3267499,-21.7364609,MG
36092400,-43.422177000000005,-21.654809,MG
36085080,-43.3963407,-21.7195832,MG
36060290,-43.3370099,-21.7497865,MG
36060407,0.0,0.0,
36037812,-43.391217100000006,-21.7618205,MG
11740000,0.0,0.0,
37560196,0.0,0.0,
35702063,-44.204347399999996,-19.470460199999998,MG
35702051,0.0,0.0,
38037490,-47.912391299999996,-19.7811935,MG
38064800,0.0,0.0,
38051518,0.0,0.0,
38073179,-47.885659000000004,-19.7382682,MG
38073169,-47.8844231,-19.728918,MG
38037840,-47.9074456,-19.786070199999997,MG
38082321,-47.895083299999996,-19.7453245,MG
38045150,-47.956304700000004,-19.7716081,MG
38402210,-48.2611499,-18.868971,MG
38408106,-48.25622140000001,-18.922768100000003,MG
38407126,-48.192839000000006,-18.922053299999998,MG
38408276,-48.22810689999999,-18.9261823,MG
38406073,-48.234221500000004,-18.878543399999998,MG
36889260,0.0,0.0,
39402129,-43.8328328,-16.7408159,MG
39400860,0.0,0.0,
39404065,-43.822256599999996,-16.684528,MG
36202508,0.0,0.0,
30775070,-43.9709412,-19.8983897,MG
39402441,0.0,0.0,
32605448,-44.1840383,-19.9291217,MG
32668124,-44.1203865,-19.9910178,MG
30530560,-44.000123200000004,-19.9345969,MG
30532097,-44.0038811,-19.9354793,MG
30640280,-44.023932099999996,-19.9733198,MG
30285273,0.0,0.0,
34580324,-43.8463643,-19.879768,MG
31844470,-43.91237520000001,-19.830789199999998,MG
31170672,-43.920277500000005,-19.8764047,MG
30550330,-43.9840455,-19.9439783,MG
30770550,-43.9672177,-19.9061483,MG
31585150,-44.005481200000006,-19.8231401,MG
30770300,-43.97511110000001,-19.9076758,MG
33980971,0.0,0.0,
31370626,0.0,0.0,
33080318,-43.8857535,-19.8144747,MG
31810545,0.0,0.0,
33141120,0.0,0.0,
31130150,-43.9488941,-19.893442899999997,MG
30855340,-44.010764200000004,-19.9191914,MG
34580120,-43.852245399999994,-19.877042499999998,MG
33130330,-43.942784700000004,-19.775625100000003,MG
33172160,0.0,0.0,
32673355,0.0,0.0,
32681366,-44.119273,-19.951991,MG
32667436,-44.143987599999996,-19.9606465,MG
32681134,-44.12610230000001,-19.9488403,MG
32661766,-44.1422068,-19.9840713,MG
32677700,-44.11437309999999,-19.9378247,MG
32623512,-44.27142429999999,-19.9143202,MG
32681706,-44.113333700000005,-19.9500255,MG
32675454,-44.1377545,-19.9335609,MG
32606464,-44.201234899999996,-19.930502800000003,MG
32681526,-44.1190503,-19.9467082,MG
32677494,-44.1097662,-19.9457191,MG
32681672,-44.1161549,-19.9476818,MG
32667022,-44.14109379999999,-19.972616199999997,MG
32611268,-44.1529441,-19.860274399999998,MG
33822552,-44.0917974,-19.8220997,MG
32040370,0.0,0.0,
32040025,-44.0596235,-19.922330300000002,MG
32010745,0.0,0.0,
32010050,-44.071217499999996,-19.9410347,MG
32072000,0.0,0.0,
32073320,-44.125930600000004,-19.934902100000002,MG
32315240,-44.0449783,-19.9449937,MG
35500393,-44.855081,-20.139772100000002,MG
35163078,-42.5610711,-19.439316199999997,MG
35164129,-42.5494281,-19.4492282,MG
35164290,-42.5246015,-19.468605399999998,MG
35181541,-42.58434929999999,-19.5488193,MG
35901239,-43.2364568,-19.6555912,MG
37501326,-45.4370079,-22.429008,MG
38302092,-49.449031,-18.9651248,MG
35931121,-43.1821321,-19.847137300000004,MG
35932161,0.0,0.0,
36026230,-43.3522451,-21.780374,MG
36071090,-43.32177,-21.7697574,MG
36062250,-43.33965,-21.7570335,MG
36031480,-43.351641799999996,-21.7966293,MG
7197000,0.0,0.0,
38700228,-46.5215743,-18.61176,MG
38745016,0.0,0.0,
36305324,-44.2258331,-21.142468,MG
36305194,-44.2329435,-21.1313207,MG
35701604,-44.2111263,-19.4539834,MG
35701457,0.0,0.0,
35700093,-44.24123760000001,-19.455819199999997,MG
35700249,-44.25426829999999,-19.476088,MG
35702428,-44.226721999999995,-19.4245979,MG
35701231,-44.2593019,-19.4748386,MG
38030035,-47.9381902,-19.768597699999997,MG
38045882,0.0,0.0,
38030260,-47.9334664,-19.764712600000003,MG
38072480,-47.9085785,-19.7312367,MG
38037590,-47.9099184,-19.792181399999997,MG
38041402,0.0,0.0,
38061200,-47.9541391,-19.7457785,MG
38026280,-47.92076729999999,-19.7587818,MG
38056338,-47.9885631,-19.7368545,MG
38031210,-47.9283598,-19.771992800000003,MG
38073167,0.0,0.0,
38408662,-48.2443271,-18.9330717,MG
38440100,-48.18666349999999,-18.649216600000003,MG
38401464,-48.2994536,-18.8849966,MG
38414581,-48.34638529999999,-18.941486899999997,MG
38408508,-48.2562481,-18.9296556,MG
38421697,0.0,0.0,
38425605,0.0,0.0,
38410066,-48.229868100000004,-18.950245499999998,MG
38412478,-48.332266100000005,-18.969292000000003,MG
38407279,-48.194358,-18.9164835,MG
38649000,0.0,0.0,
37044000,0.0,0.0,
35300125,-42.148162299999996,-19.7904447,MG
32677550,-44.115561,-19.941121300000002,MG
39402078,0.0,0.0,
38440150,-48.195758000000005,-18.653447,MG
38443100,-48.2030742,-18.6325875,MG
38444340,0.0,0.0,
38441160,-48.2102819,-18.662206100000002,MG
38440038,-48.18394489999999,-18.6452608,MG
30535012,-43.9943999,-19.919211699999998,MG
33045580,-43.88388629999999,-19.757391600000002,MG
30840550,-43.99327589999999,-19.8953097,MG
30310190,-43.92475,-19.9440922,MG
31050010,-43.8873178,-19.8925766,MG
31620220,-43.96647300000001,-19.8054963,MG
33805190,-44.080799799999994,-19.766872600000003,MG
31872580,-43.8928805,-19.818865300000002,MG
34535030,-43.8216297,-19.9116013,MG
32072560,-44.10924989999999,-19.9259994,MG
38412632,-48.30304520000001,-18.954158800000002,MG
31610420,-43.952321000000005,-19.809700399999997,MG
32404762,0.0,0.0,
32415283,0.0,0.0,
30170905,0.0,0.0,
30451381,-43.968856099999996,-19.9492657,MG
30620170,-44.002802200000005,-19.989566699999997,MG
33902380,-44.0213131,-19.7905323,MG
33915034,-44.0169394,-19.7754451,MG
31814654,-43.9199794,-19.8476986,MG
31515270,-43.9666219,-19.822334899999998,MG
33841008,0.0,0.0,
31110204,-43.9336191,-19.9043979,MG
30180120,-43.946212,-19.930410199999997,MG
31310220,-43.9786851,-19.8716234,MG
30535016,-43.9960396,-19.9174961,MG
31210210,-43.9492666,-19.908532100000002,MG
31520390,-43.9754089,-19.816841399999998,MG
30220366,0.0,0.0,
30668310,0.0,0.0,
33821432,-44.1214258,-19.787368,MG
33030560,-43.87842939999999,-19.7719205,MG
30240051,0.0,0.0,
30644310,-44.0169547,-19.9863378,MG
31550490,-43.984268799999995,-19.8379692,MG
31525330,-43.9760046,-19.8210623,MG
33113095,0.0,0.0,
30642560,-44.010085600000004,-19.9934061,MG
32223340,-44.035237200000005,-19.9665823,MG
31873112,0.0,0.0,
30431038,-43.968856099999996,-19.933108100000002,MG
31842726,-43.9183811,-19.8270492,MG
31749030,-43.945690500000005,-19.798742,MG
30881212,-44.02214679999999,-19.8884422,MG
32605198,-44.1834452,-19.9325297,MG
32681640,-44.117268599999996,-19.948728600000003,MG
32672778,-44.161487799999996,-19.9328479,MG
32670594,-44.15467109999999,-19.953215,MG
32641174,0.0,0.0,
32681606,-44.1183079,-19.949725100000002,MG
32667540,0.0,0.0,
32672456,0.0,0.0,
36773292,-42.705777600000005,-21.3743915,MG
29155762,-40.377586799999996,-20.282984,ES
32070050,-44.1153383,-19.9107658,MG
32141005,-44.03270870000001,-19.8964762,MG
32070630,-44.116294700000005,-19.925504399999998,MG
32143550,-44.035237200000005,-19.917560100000003,MG
35026053,0.0,0.0,
35182456,-42.6382166,-19.5606033,MG
35162421,-42.5578542,-19.4704933,MG
35901037,-43.2345347,-19.652496399999997,MG
36088090,-43.4367086,-21.7110593,MG
36087425,-43.431280799999996,-21.702747199999997,MG
36035770,-43.382270500000004,-21.7569469,MG
36021120,-43.3339925,-21.772776500000003,MG
36026150,-43.3510385,-21.783443,MG
36088490,-43.429857399999996,-21.7059359,MG
36081690,-43.3979229,-21.734746100000002,MG
36050020,-43.3539041,-21.738946600000002,MG
36092080,-43.4385215,-21.6768815,MG
36048400,-43.3557139,-21.6872173,MG
36047000,0.0,0.0,
35661732,0.0,0.0,
38703703,-46.484474600000006,-18.5785862,MG
35430156,-42.8982594,-20.4047879,MG
35703173,0.0,0.0,
35701359,-44.220796,-19.443653100000002,MG
38026240,-47.919484000000004,-19.762044699999997,MG
38022240,-47.941812,-19.7657103,MG
38406034,-48.23187189999999,-18.880838699999998,MG
38400123,-48.2854727,-18.9218677,MG
38400102,-48.25957830000001,-18.896465600000003,MG
38421561,0.0,0.0,
38414478,-48.338348700000004,-18.9315188,MG
38407295,-48.196546999999995,-18.914068899999997,MG
38414582,-48.3472875,-18.9422023,MG
38410394,-48.2200922,-18.9657276,MG
38421777,-48.3729016,-19.0007949,MG
38421031,0.0,0.0,
38408516,-48.255073200000005,-18.931028899999998,MG
38425461,0.0,0.0,
38407618,-48.2042484,-18.9159748,MG
38411034,-48.282680400000004,-18.937349800000003,MG
38415267,-48.3394318,-18.903370000000002,MG
38401851,-48.30327219999999,-18.8889887,MG
38401854,-48.3048581,-18.888834699999997,MG
38410264,-48.24044129999999,-18.959146899999997,MG
38412056,-48.2988778,-18.941063399999997,MG
38412601,0.0,0.0,
38408150,-48.2459114,-18.9101381,MG
37062424,0.0,0.0,
36886021,0.0,0.0,
36883066,0.0,0.0,
36886090,0.0,0.0,
37137066,0.0,0.0,
37133854,0.0,0.0,
38443038,-48.1966068,-18.6357393,MG
38440048,-48.19551920000001,-18.642182899999998,MG
36201524,-43.7900979,-21.221789,MG
32672410,-44.1754376,-19.9282835,MG
32611284,0.0,0.0,
31748195,-43.93920809999999,-19.8019814,MG
33140450,-43.9375687,-19.7673868,MG
30590340,-43.9956577,-19.9629986,MG
31652330,-43.980174100000006,-19.783375,MG
30431068,-43.96557929999999,-19.9323585,MG
30666759,-44.023274900000004,-20.0144277,MG
31515190,-43.963494,-19.8196266,MG
31741347,-43.9417416,-19.850111,MG
31060120,-43.908423600000006,-19.8970283,MG
30666785,-44.023792799999995,-20.013485199999998,MG
31870010,-43.901041299999996,-19.8501415,MG
31230532,-43.956939500000004,-19.899480399999998,MG
31250533,0.0,0.0,
32425650,0.0,0.0,
31255255,0.0,0.0,
31930720,-43.914611799999996,-19.8628671,MG
30335330,0.0,0.0,
31640380,-43.9682603,-19.7955509,MG
31370740,-44.01374029999999,-19.831087300000004,MG
30575410,-43.9719837,-19.9646029,MG
30240370,-43.9178921,-19.925045899999997,MG
31615050,-43.9590251,-19.8092546,MG
34515732,-43.7960771,-19.891931500000002,MG
31814225,-43.925719,-19.8530585,MG
35430321,0.0,0.0,
35675975,0.0,0.0,
31970700,-43.88597499999999,-19.8625617,MG
33141162,-43.940259399999995,-19.7725542,MG
31365234,-44.0030999,-19.8705487,MG
30840718,-43.999465,-19.8978566,MG
33820342,0.0,0.0,
30590255,-43.991787200000005,-19.9603794,MG
31741382,-43.938761,-19.849853200000002,MG
32341480,-44.0581369,-19.930420899999998,MG
32405456,-44.0328576,-20.0259719,MG
31630270,-43.95515169999999,-19.794,MG
36301310,-44.248279600000004,-21.119387300000003,MG
33170730,-43.9074974,-19.7717337,MG
34007758,0.0,0.0,
31330040,-43.996253100000004,-19.882645,MG
34600364,-43.8604561,-19.860845899999997,MG
31615240,-43.9554497,-19.8044804,MG
33120050,-43.9247731,-19.791792,MG
30250445,-43.9029842,-19.9338408,MG
33055000,0.0,0.0,
33084040,-43.8919424,-19.797241600000003,MG
31746006,-43.938015899999996,-19.8058723,MG
33805635,-44.08942039999999,-19.7683001,MG
34589020,0.0,0.0,
32371660,0.0,0.0,
31845360,0.0,0.0,
33016020,0.0,0.0,
31910330,-43.91887089999999,-19.8681964,MG
30510207,0.0,0.0,
31960240,-43.904396999999996,-19.8587353,MG
31615340,-43.9563436,-19.805967600000002,MG
31578420,-44.00518350000001,-19.8117849,MG
32670434,-44.168022,-19.961073499999998,MG
32681684,-44.115189799999996,-19.948201899999997,MG
32668038,-44.111180499999996,-19.9930057,MG
32681322,0.0,0.0,
32675430,-44.14161319999999,-19.9382242,MG
36404141,0.0,0.0,
36402003,0.0,0.0,
36404193,0.0,0.0,
36409000,0.0,0.0,
36405165,0.0,0.0,
36407123,0.0,0.0,
36405086,-43.7884805,-20.670289999999998,MG
36406052,0.0,0.0,
36406107,0.0,0.0,
36407342,0.0,0.0,
29144010,0.0,0.0,
